,body,label
497,I bought this product on 26 june 2021 ..After using it for one month now it's sensor is not working. I suspect the dealer has delivered either a refurbished product or a returned defect product to us. We are unable to return or replace. This is very bad. We are awaiting for a response.,-1
498,It doesn't get heat up very fast... battery backup is nice although camera quality is not so good... finger print sensor is missing in this phone..,1
499,I lost my trust in MI.I really dilike its quality. Means this phone is hanging since the day i start using it.Toally dissastisfied with it .Waste of money!Waste of efforts!I will never every buy any phone of MI. As it hangs.,0
500,I have been using Redmi smartphone for the last 3 years. This one I bought for my mother. She likes it very much. Redmi never disappoints me.,0
501,Best smartphone within lowest price with such good display. Battery performance is superb. But with the limited RAM limited access to multitasking.,1
502,"The media could not be loaded.
                



 This is 6 th  purchase of redmi mobile I am use only redmi mobile its quality battery backup everything is fantastic",0
503,"Its a very slow phone in terms of day to day use even in basic applications.One thing is superb which is bettery thats, it could be suitable for old people who do not use it much.",0
504,Writing review after using mobile for  1 week :This product is awesome.  But It's 1080 p video quality is not clear as other mobiles 1080 p video quality. If we keep video quality of this product a side. The all the features are ok.And this is best smartphone in this price,1
505,"Good, easy to use, functional phone with good speed and apps. I need to charge only twice a week which is awesome. The camera quality is just average or a bit under but that is not why I bought this phone. Other than the picture/video qlty, everything else is awesome. Great value for money.",1
506,1- Mobile is very slow. Skype app buttons response in 15 seconds.2- Touch of mobile is really bad.3- camera is also very poor.4- this mobiles comes with customised os. Which includes lot of third party apps which makes this mobile slow.5- finger or biomateic is not available.,0
507,"It takes nearly 3 hrs to charge fully. And battery draining quickly, though they mention duration hrs as 2 days. Camera quality is ok not that much. And while charging mobile is heat up as I kept in fire.specifications seems to be awesome but disappointed with its working condition. We cannot spend 7k often with these issues.",0
508,"Good battery lifeI bought it for someone’s grandmother, so for them it is good device. It fulfil their all requirements.",1
509,Product is good But Packing quality was very very cheap . I got it opened and broken. It disappointed me at the time of delivery. Not recommended at all from this seller.,0
510,The mobile is absolutely fine and some related issues which is nothing more big pblms but little bit disgusting while on call the screen not showing the light it appears dark until the completion of the call and that's only the pblm and remaining all features are well as like the redmi 9A mobile,0
511,Screen goes black frequently when opening site from google and nothing helps to resolve. Bottom icon not working sometimes and you could be in trouble when need to call in emergency because calling icon touch not working.,0
512,what do you expect in this price range?. mi has bundled pretty much everything in it. plus blue is also my favourite color so if you are planning to buy it just go for it. good phone at this price range.,1
513,"Phone is not working as ic is to replaced. Within 3 months of purchase problem occured.When I visited the service center the technician said how can you expect features in low price. Don't compromise on quality by reducing price, this will effect in long run.",0
514,"this device helping my children to listen online classes as weell as battery, ram , rom and others working nicely i give 5 star ratings thanks to amazon",1
515,Mobile phone is good but because of 2GB RAM is not performing well. Mobile is working slow if any application download.,0
516,Camera is okay.....phone is getting slow day by day and yeah it doesn't have any finger print lock keeping these a side phone is good especially the themes and battery life but if we open any app in background the other one is refreshing thats most irritating thing ever,0
517,"As per low budget phone it's great, cannot expect too much but it's easy to use for old age people. Camera quality is average.",0
518,The built quality is good not great if you are buying this please by the 3gb variant which gives more value of you by GB variant it will lag under 2 months,1
